H99 ID,H99 Standard Name,H99 alias,H99 alias PMID,PMID used H99,Description H99,JEC21 ID,JEC21 Standard name,JEC21 alias,JEC21 alias PMID,PMID used JEC21,Description JEC21,B3501A ID,B3501A Standard name,B3501A alias,B3501A alias PMID,PMID used B3501A,Description B3501A,WM276_ID,WM276 Standard name,WM276 alias,WM276 alias PMID,PMID used WM276,Description WM276,R265_ID,R265 Standard name,R265 alias,R265 alias PMID,R265 PMID,Description R265,Description H99,Description non-H99,Synteny checked?,Update from Supplement,Curator Comment for FungiDB,H99 Genbank description,AHRD description,Top Sc hit,Sc Name,Sc eval,Sc hit % ID,H99 query length
CNAG_03682,FRR1,FKBP12,10330150,10330150,fk506-binding protein ,CNB01800,FRR1,,,10330150,fk506-binding protein ,CNBB3920,FRR1,,,10330150,fk506-binding protein ,CGB_B5700W,FRR1,,,10330150,fk506-binding protein ,CNBG_0085,FRR1,,,10330150,fk506-binding protein ,fk506-binding protein ,fk506-binding protein ,yes,,,FK506-binding protein 1,Peptidyl-prolyl cis-trans isomerase,YNL135C,FPR1,5.9999999999999999937e-34,64.6,113
CNAG_02337,FUR1,,,22080454,uracil phosphoribosyltransferase,CNE02100,FUR1,,,22080454,uracil phosphoribosyltransferase,CNBE2090,FUR1,,,22080454,uracil phosphoribosyltransferase,CGB_E2660C,FUR1,,,22080454,uracil phosphoribosyltransferase,CNBG_4048,FUR1,,,22080454,uracil phosphoribosyltransferase,uracil phosphoribosyltransferase,uracil phosphoribosyltransferase,yes,,,uracil phosphoribosyltransferase,Uracil phosphoribosyltransferase,YHR128W,FUR1,7.7000000000000000792e-69,67.63,207
CNAG_00181,FYV10,,,18854164,putative fyv10 protein homolog,CNA01700,FYV10,,,18854164,putative fyv10 protein homolog,CNBA1630,FYV10,,,18854164,putative fyv10 protein homolog,CGB_B2090C,FYV10,,,18854164,putative fyv10 protein homolog,CNBG_0378,FYV10,,,18854164,putative fyv10 protein homolog,putative fyv10 protein homolog,putative fyv10 protein homolog,yes,,,macrophage erythroblast attacher isoform 1,Protein FYV10,YIL097W,FYV10,.000010000000000000000818,21.88,329
CNAG_06052,GAL7,,,8577246,galactose-1-phosphate uridyl transferase,CNM00620,GAL7,,,8577246,galactose-1-phosphate uridyl transferase,CNBM0540,GAL7,,,8577246,galactose-1-phosphate uridyl transferase,none called,,,,8577246,galactose-1-phosphate uridyl transferase,none called,,,,8577246,galactose-1-phosphate uridyl transferase,galactose-1-phosphate uridyl transferase,galactose-1-phosphate uridyl transferase,yes,,,galactose-1-phosphate uridylyltransferase,Galactose-1-phosphate uridylyltransferase,YBR018C,GAL7,7.0999999999999997923e-69,46.69,347
CNAG_00193,GAT1,,,20673806,gata type zinc finger protein,CNA01820,GAT1,,,20673806,gata type zinc finger protein,CNBA1750,GAT1,,,20673806,gata type zinc finger protein,CGB_B2220C,GAT1,,,20673806,gata type zinc finger protein,CNBG_0368,GAT1,,,20673806,gata type zinc finger protein,gata type zinc finger protein,gata type zinc finger protein,yes,,,GATA type zinc finger protein asd-4,Trans-acting T-cell-specific transcription factor GATA-3,YFL021W,GAT1,2.0999999999999999376e-12,32.58,310
CNAG_01551,GAT201,,,18854164,gata family transcription factor,CNC06330,GAT201,,,18854164,gata family transcription factor,CNBC0880,GAT201,,,18854164,gata family transcription factor,CGB_C1190C,GAT201,,,18854164,gata family transcription factor,CNBG_3885,GAT201,,,18854164,gata family transcription factor,gata family transcription factor,gata family transcription factor,yes,,,hypothetical protein,GATA transcription factor 16,YMR136W,GAT2,.000019000000000000001046,21.09,422
CNAG_06762,GAT204,,,17661046,"gata transcription factor, capsule-independent antiphagocytic protein",CNB00390,GAT204,,,17661046,"gata transcription factor, capsule-independent antiphagocytic protein",CNBB5300,GAT204,,,17661046,"gata transcription factor, capsule-independent antiphagocytic protein",CGB_B9340C,GAT204,,,17661046,"gata transcription factor, capsule-independent antiphagocytic protein",none called,,,,17661046,"gata transcription factor, capsule-independent antiphagocytic protein","gata transcription factor, capsule-independent antiphagocytic protein","gata transcription factor, capsule-independent antiphagocytic protein",yes,,,hypothetical protein,GATA zinc finger domain-containing protein 14,YPL021W,ECM23,.000081000000000000003746,30.83,120
CNAG_01660,GCN3,,,19542307,translation initiation factor eif-2b subunit alpha,CNC01730,GCN3,,,19542307,translation initiation factor eif-2b subunit alpha,CNBC5530,GCN3,,,19542307,translation initiation factor eif-2b subunit alpha,CGB_C2540W,GCN3,,,19542307,translation initiation factor eif-2b subunit alpha,CNBG_3785,GCN3,,,19542307,translation initiation factor eif-2b subunit alpha,translation initiation factor eif-2b subunit alpha,translation initiation factor eif-2b subunit alpha,yes,,,translation initiation factor eIF-2B subunit alpha,Translation initiation factor eIF-2B subunit alpha,YKR026C,GCN3,.000000016000000000000000997,43.93,107
CNAG_00375,GCN5,,,20581290,saga complex histone acetyltransferase,CNA03280,GCN5,,,20581290,saga complex histone acetyltransferase,CNBA3150,GCN5,,,20581290,saga complex histone acetyltransferase,CGB_B3750W,GCN5,,,20581290,saga complex histone acetyltransferase,CNBG_0230,GCN5,,,20581290,saga complex histone acetyltransferase,saga complex histone acetyltransferase,saga complex histone acetyltransferase,yes,,,histone acetyltransferase,Histone acetyltransferase GCN5,YGR252W,GCN5,1.6999999999999999295e-87,48.41,409
CNAG_05583,GCS1,,,16741577,ceramide glucosyltransferase,CNH02280,GCS1,,,16741577,ceramide glucosyltransferase,CNBL2290,GCS1,,,16741577,ceramide glucosyltransferase,CGB_L2710C,GCS1,,,16741577,ceramide glucosyltransferase,CNBG_4289,GCS1,,,16741577,ceramide glucosyltransferase,ceramide glucosyltransferase,ceramide glucosyltransferase,yes,,,ceramide glucosyltransferase,Ceramide glucosyltransferase,,,,,
CNAG_05050,GCS2,,,22412978,ADP-ribosylation factor GTPase-activating protein,CNL05690,GCS2,,,22412978,ADP-ribosylation factor GTPase-activating protein,CNBI1140,GCS2,,,22412978,ADP-ribosylation factor GTPase-activating protein,CGB_D1320W,GCS2,,,22412978,ADP-ribosylation factor GTPase-activating protein,CNBG_4633,GCS2,,,22412978,ADP-ribosylation factor GTPase-activating protein,ADP-ribosylation factor GTPase-activating protein,ADP-ribosylation factor GTPase-activating protein,yes,,,ADP-ribosylation factor GTPase-activating protein 1,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3",YDL226C,GCS1,4.5999999999999998335e-46,40.88,318
CNAG_05465,GIB2,,,16950773,G-protein beta-like rack1 protein homolog,CNH01270,GIB2,,,16950773,G-protein beta-like rack1 protein homolog,CNBL1210,GIB2,,,16950773,G-protein beta-like rack1 protein homolog,CGB_L1320C,GIB2,,,16950773,G-protein beta-like rack1 protein homolog,CNBG_4396,GIB2,,,16950773,G-protein beta-like rack1 protein homolog,G-protein beta-like rack1 protein homolog,G-protein beta-like rack1 protein homolog,yes,,,guanine nucleotide-binding protein subunit beta-like protein,Guanine nucleotide-binding protein subunit beta-like protein,YMR116C,ASC1,3.3999999999999999706e-66,51.75,315
CNAG_00457,GLN1,,,17114598,glutamine synthetase,CNA04370,GLN1,,,17114598,glutamine synthetase,CNBA4200,GLN1,,,17114598,glutamine synthetase,CGB_A4510W,GLN1,,,17114598,glutamine synthetase,CNBG_1454,GLN1,,,17114598,glutamine synthetase,glutamine synthetase,glutamine synthetase,yes,,,glutamine synthetase,Glutamine synthetase,YPR035W,GLN1,4.4000000000000002889e-127,68.79,346
CNAG_01841,GLN3,,,18854164,gata family transcription factor,,,,,18854164,gata family transcription factor,none,,,,18854164,gata family transcription factor,CGB_C5110W,GLN3,,,18854164,gata family transcription factor,CNBG_3362,GLN3,,,18854164,gata family transcription factor,gata family transcription factor,gata family transcription factor,yes,,,hypothetical protein,Transcription factor GATA-4,,,,,
CNAG_05314,GLO3,,,22412978,ADP-ribosylation factor GTPase-activating protein,CNH03190,GLO3,,,22412978,ADP-ribosylation factor GTPase-activating protein,CNBI3610,GLO3,,,22412978,ADP-ribosylation factor GTPase-activating protein,CGB_I4510C,GLO3,,,22412978,ADP-ribosylation factor GTPase-activating protein,CNBG_5737,GLO3,,,22412978,ADP-ribosylation factor GTPase-activating protein,ADP-ribosylation factor GTPase-activating protein,ADP-ribosylation factor GTPase-activating protein,yes,,,ADP-ribosylation factor GTPase-activating protein 2/3,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1",YER122C,GLO3,7.2000000000000003773e-35,31.89,486
CNAG_02399,GLR1,,,16524907,glutathione oxidoreductase,CNE01560,GLR1,,,16524907,glutathione oxidoreductase,CNBE1510,GLR1,,,16524907,glutathione oxidoreductase,CGB_E2080W,GLR1,,,16524907,glutathione oxidoreductase,CNBG_4104,GLR1,,,16524907,glutathione oxidoreductase,glutathione oxidoreductase,glutathione oxidoreductase,yes,,,glutathione-disulfide reductase,Glutathione reductase,YPL091W,GLR1,3.0000000000000000798e-111,55.16,475
CNAG_05817,GMT1,,,17351078,GDP-mannose transporter,CNF01620,GMT1,,,17351078,GDP-mannose transporter,CNBF3090,GMT1,,,17351078,GDP-mannose transporter,CGB_F4450C,GMT1,,,17351078,GDP-mannose transporter,CNBG_1727,GMT1,,,17351078,GDP-mannose transporter,GDP-mannose transporter,GDP-mannose transporter,yes,,,GDP-mannose transporter 1,GDP-mannose transporter 1,YGL225W,VRG4,4.2999999999999996518e-62,51.99,327
CNAG_03426,GMT2,,,17351078,GDP-mannose transporter,CNG01600,GMT2,,,17351078,GDP-mannose transporter,CNBG3190,GMT2,,,17351078,GDP-mannose transporter,CGB_G4510C,GMT2,,,17351078,GDP-mannose transporter,CNBG_2183,GMT2,,,17351078,GDP-mannose transporter,GDP-mannose transporter,GDP-mannose transporter,yes,,,GDP-mannose transporter 2,GDP-mannose transporter 2,YGL225W,VRG4,1.5000000000000000593e-61,48.81,336
CNAG_06168,GNO1,,,14614821,alcohol dehydrogenase,CNM01690,GNO1,,,14614821,alcohol dehydrogenase,CNBM1570,GNO1,,,14614821,alcohol dehydrogenase,CGB_M2320C,GNO1,,,14614821,alcohol dehydrogenase,CNBG_4874,GNO1,,,14614821,alcohol dehydrogenase,alcohol dehydrogenase,alcohol dehydrogenase,yes,,,S-(hydroxymethyl)glutathione dehydrogenase,Alcohol dehydrogenase 3,YDL168W,SFA1,6.1000000000000000702e-108,66.58,377
CNAG_04505,GPA1,,,8005675,guanine nucleotide-binding protein subunit alpha,CNI00520,GPA1,,,8005675,guanine nucleotide-binding protein subunit alpha,CNBH0490,GPA1,,,8005675,guanine nucleotide-binding protein subunit alpha,CGB_H1120W,GPA1,,,8005675,guanine nucleotide-binding protein subunit alpha,CNBG_2563,GPA1,,,8005675,guanine nucleotide-binding protein subunit alpha,guanine nucleotide-binding protein subunit alpha,guanine nucleotide-binding protein subunit alpha,yes,,,guanine nucleotide-binding protein subunit alpha,Guanine nucleotide-binding protein subunit alpha Guanine nucleotide-binding protein subunit alpha,YER020W,GPA2,5.399999999999999821e-83,46.14,453
CNAG_00179,GPA2,,,17581859,heterotrimeric G-protein coupled receptor alpha subunit,CNA01680,GPA2,,,17581859,heterotrimeric G-protein coupled receptor alpha subunit,CNBA1610,GPA2,,,17581859,heterotrimeric G-protein coupled receptor alpha subunit,CGB_B2070W,GPA2,,,17581859,heterotrimeric G-protein coupled receptor alpha subunit,CNBG_0380,GPA2,,,17581859,heterotrimeric G-protein coupled receptor alpha subunit,heterotrimeric G-protein coupled receptor alpha subunit,heterotrimeric G-protein coupled receptor alpha subunit,yes,,,guanine nucleotide-binding protein subunit alpha,Guanine nucleotide-binding protein alpha-1 subunit,YER020W,GPA2,5.5999999999999997088e-53,39.23,362
CNAG_02090,GPA3,,,17581859,heterotrimeric G-protein coupled receptor alpha subunit,CNE04450,GPA3,,,17581859,heterotrimeric G-protein coupled receptor alpha subunit,CNBE4450,GPA3,,,17581859,heterotrimeric G-protein coupled receptor alpha subunit,CGB_E6030C,GPA3,,,17581859,heterotrimeric G-protein coupled receptor alpha subunit,CNBG_5239,GPA3,,,17581859,heterotrimeric G-protein coupled receptor alpha subunit,heterotrimeric G-protein coupled receptor alpha subunit,heterotrimeric G-protein coupled receptor alpha subunit,yes,,,guanine nucleotide-binding protein G(o) subunit alpha,Guanine nucleotide-binding protein alpha-2 subunit,YER020W,GPA2,7.5000000000000006804e-43,38.25,332
CNAG_01262,GPB1,,,10594037,G-protein beta subunit,CND03830,GPB1,,,10594037,G-protein beta subunit,CNBD2480,GPB1,,,10594037,G-protein beta subunit,CGB_D6540W,GPB1,,,10594037,G-protein beta subunit,CNBG_0830,GPB1,,,10594037,G-protein beta subunit,G-protein beta subunit,G-protein beta subunit,yes,,,guanine nucleotide-binding protein subunit beta,Guanine nucleotide-binding protein subunit beta-like protein,YOR212W,STE4,2.7000000000000000947e-52,38.17,393
CNAG_06699,GPD,,,10352226,glyceraldehyde-3-phosphate dehydrogenase,CNF03160,GPD,,,10352226,glyceraldehyde-3-phosphate dehydrogenase,CNBF1640,GPD,,,10352226,glyceraldehyde-3-phosphate dehydrogenase,CGB_F2310W,GPD,,,10352226,glyceraldehyde-3-phosphate dehydrogenase,CNBG_1866,GPD,,,10352226,glyceraldehyde-3-phosphate dehydrogenase,glyceraldehyde-3-phosphate dehydrogenase,glyceraldehyde-3-phosphate dehydrogenase,yes,,,glyceraldehyde-3-phosphate dehydrogenase,Glyceraldehyde-3-phosphate dehydrogenase,YJL052W,TDH1,1.600000000000000032e-98,66.77,331
CNAG_05890,GPG2,,,16950773,heterotrimeric G-protein coupled receptor gamma subunit similar to ste18,,,,,16950773,heterotrimeric G-protein coupled receptor gamma subunit similar to ste18,none,,,,16950773,heterotrimeric G-protein coupled receptor gamma subunit similar to ste18,CGB_F5455C,GPG2,,,16950773,heterotrimeric G-protein coupled receptor gamma subunit similar to ste18,CNBG_1657,GPG2,,,16950773,heterotrimeric G-protein coupled receptor gamma subunit similar to ste18,heterotrimeric G-protein coupled receptor gamma subunit similar to ste18,heterotrimeric G-protein coupled receptor gamma subunit similar to ste18,yes,,,guanine nucleotide-binding protein subunit gamma,Guanine nucleotide-binding protein subunit gamma,YJR086W,STE18,.00000011000000000000000561,45,60
CNAG_06655,GPI8,,,15720553,GPI-anchor transamidase,CNF03660,GPI8,,,15720553,GPI-anchor transamidase,CNBF1160,GPI8,,,15720553,GPI-anchor transamidase,CGB_F1560C,GPI8,,,15720553,GPI-anchor transamidase,CNBG_1915,GPI8,,,15720553,GPI-anchor transamidase,GPI-anchor transamidase,GPI-anchor transamidase,yes,,,"phosphatidylinositol glycan, class K",GPI-anchor transamidase,YDR331W,GPI8,2.6000000000000002139e-69,60.97,269
CNAG_04730,GPR4,,,16291861,G-protein coupled receptor,CNJ01600,GPR4,,,16291861,G-protein coupled receptor,CNBJ1860,GPR4,,,16291861,G-protein coupled receptor,CGB_I2250W,GPR4,,,16291861,G-protein coupled receptor,CNBG_5996,GPR4,,,16291861,G-protein coupled receptor,G-protein coupled receptor,G-protein coupled receptor,yes,,,hypothetical protein,Unknown protein,,,,,
CNAG_02503,GPX2,,,19542307,glutathione peroxidase,CNE00580,GPX2,,,19542307,glutathione peroxidase,CNBE0520,GPX2,,,19542307,glutathione peroxidase,CGB_E0540C,GPX2,,,19542307,glutathione peroxidase,CNBG_4202,GPX2,,,19542307,glutathione peroxidase,glutathione peroxidase,glutathione peroxidase,yes,,,glutathione peroxidase,Glutathione peroxidase 2,YBR244W,GPX2,8.8000000000000003566e-40,61.21,165
CNAG_02182,GRE2,,,19542307,D-lactaldehyde dehydrogenase,CNE03540,GRE2,,,19542307,D-lactaldehyde dehydrogenase,CNBE3550,GRE2,,,19542307,D-lactaldehyde dehydrogenase,CGB_E4600W,GRE2,,,19542307,D-lactaldehyde dehydrogenase,CNBG_5326,GRE2,,,19542307,D-lactaldehyde dehydrogenase,D-lactaldehyde dehydrogenase,D-lactaldehyde dehydrogenase,"yes, gene duplications",new,,,,,,,,
CNAG_02950,GRX3,,,19542307,thioredoxin,CNC05590,GRX3,,,19542307,thioredoxin,CNBC1590,GRX3,,,19542307,thioredoxin,CGB_C8160W,GRX3,,,19542307,thioredoxin,CNBG_3592,GRX3,,,19542307,thioredoxin,thioredoxin,thioredoxin,yes,,,Grx4 family monothiol glutaredoxin,Monothiol glutaredoxin-4,YER174C,GRX4,1.700000000000000008e-25,47.95,146
CNAG_03985,GRX5,,,19542307,glutathione-dependent oxidoreductase,CNB04720,GRX5,,,19542307,glutathione-dependent oxidoreductase,CNBB1030,GRX5,,,19542307,glutathione-dependent oxidoreductase,CGB_A1280C,GRX5,,,19542307,glutathione-dependent oxidoreductase,CNBG_5485,GRX5,,,19542307,glutathione-dependent oxidoreductase,glutathione-dependent oxidoreductase,glutathione-dependent oxidoreductase,yes,,,Grx4 family monothiol glutaredoxin,Monothiol glutaredoxin-5,YPL059W,GRX5,5.2999999999999998812e-29,53.24,139
CNAG_06730,GSK3,,,19749173,similar to glycogen synthase kinase,CNB00720,GSK3,,,19749173,similar to glycogen synthase kinase,CNBB4980,GSK3,,,19749173,similar to glycogen synthase kinase,CGB_B9030C,GSK3,,,19749173,similar to glycogen synthase kinase,CNBG_6111,GSK3,,,19749173,similar to glycogen synthase kinase,similar to glycogen synthase kinase,similar to glycogen synthase kinase,yes,,,CMGC/GSK protein kinase,Cyclin-dependent kinase A-1,YMR139W,RIM11,2.1000000000000001035e-72,55.59,331
CNAG_04308,HAD1,,,22707485,3-hydroxyacyl-CoA dehydrogenase,CNI02410,HAD1,,,22707485,3-hydroxyacyl-CoA dehydrogenase,CNBH2290,HAD1,,,22707485,3-hydroxyacyl-CoA dehydrogenase,CGB_H3430C,HAD1,,,22707485,3-hydroxyacyl-CoA dehydrogenase,CNBG_2744,HAD1,,,22707485,3-hydroxyacyl-CoA dehydrogenase,3-hydroxyacyl-CoA dehydrogenase,3-hydroxyacyl-CoA dehydrogenase,yes,,,3-hydroxyacyl-CoA dehydrogenase,Fatty acid oxidation complex subunit alpha,,,,,
CNAG_03134,HAD2,,,22707485,3-hydroxyacyl-CoA dehydrogenase,CNG04300,HAD2,,,22707485,3-hydroxyacyl-CoA dehydrogenase,CNBG0390,HAD2,,,22707485,3-hydroxyacyl-CoA dehydrogenase,CGB_G0430C,HAD2,,,22707485,3-hydroxyacyl-CoA dehydrogenase,CNBG_2449,HAD2,,,22707485,3-hydroxyacyl-CoA dehydrogenase,3-hydroxyacyl-CoA dehydrogenase,3-hydroxyacyl-CoA dehydrogenase,yes,,,3-hydroxybutyryl-CoA dehydrogenase,Fatty acid oxidation complex subunit alpha,,,,,
CNAG_06818,HAP1,,,21124817,Zn2-Cys6 transcription factor,CND05990,HAP1,,,21124817,Zn2-Cys6 transcription factor,CNBD0410,HAP1,,,21124817,Zn2-Cys6 transcription factor,CGB_I0470W,HAP1,,,21124817,Zn2-Cys6 transcription factor,CNBG_5884,HAP1,,,21124817,Zn2-Cys6 transcription factor,Zn2-Cys6 transcription factor,Zn2-Cys6 transcription factor,yes,,,hypothetical protein,Heme-responsive zinc finger transcription factor HAP1,YIL130W,ASG1,.0000038999999999999999294,22.3,583
CNAG_07435,HAP2,,,21124817,CCAAT-binding transcription factor,CND03290,HAP2,,,21124817,CCAAT-binding transcription factor,CNBD3060,HAP2,,,21124817,CCAAT-binding transcription factor,CGB_D5850W,HAP2,,,21124817,CCAAT-binding transcription factor,CNBG_0775,HAP2,,,21124817,CCAAT-binding transcription factor,CCAAT-binding transcription factor,CCAAT-binding transcription factor,yes,,,transcription activator,Nuclear transcription factor Y subunit A-7,YGL237C,HAP2,5.2000000000000000639e-17,41.57,166
CNAG_02215,HAP3,,,21124817,CCAAT -binding transcription factor,CNE03260,HAP3,,,21124817,CCAAT -binding transcription factor,CNBE3260,HAP3,,,21124817,CCAAT -binding transcription factor,CGB_E4260C,HAP3,,,21124817,CCAAT -binding transcription factor,CNBG_5355,HAP3,,,21124817,CCAAT -binding transcription factor,CCAAT -binding transcription factor,CCAAT -binding transcription factor,yes,,,transcriptional activator,Nuclear transcription factor Y subunit B-3,YBL021C,HAP3,1.6000000000000000895e-31,55.8,138
CNAG_07680,HAP5,,,21124817,CCAAT t-binding transcription factor,CNF00900,HAP5,,,21124817,CCAAT t-binding transcription factor,CNBF3970,HAP5,,,21124817,CCAAT t-binding transcription factor,CGB_F5390C,HAP5,,,21124817,CCAAT t-binding transcription factor,CNBG_1664,HAP5,,,21124817,CCAAT t-binding transcription factor,CCAAT t-binding transcription factor,CCAAT t-binding transcription factor,yes,,,transcriptional activator HAP5,Nuclear transcription factor Y subunit C-2,YOR358W,HAP5,1.0000000000000000385e-27,53.33,135
CNAG_01242,HAPX,,,21124817,CCAAT -binding transcription factor,CND03600,HAPX,,,21124817,CCAAT -binding transcription factor,CNBD2730,HAPX,,,21124817,CCAAT -binding transcription factor,CGB_D6300C,HAPX,,,21124817,CCAAT -binding transcription factor,CNBG_0808,HAPX,,,21124817,CCAAT -binding transcription factor,CCAAT -binding transcription factor,CCAAT -binding transcription factor,yes,,,hypothetical protein,AP-1-like transcription factor,,,,,
CNAG_03116,HCM1,,,18854164,forkhead transcription factor,CNG04450,HCM1,,,18854164,forkhead transcription factor,CNBG0250,HCM1,,,18854164,forkhead transcription factor,CGB_G0260W,HCM1,,,18854164,forkhead transcription factor,CNBG_2465,HCM1,,,18854164,forkhead transcription factor,forkhead transcription factor,forkhead transcription factor,yes,,,forkhead transcription factor 3,Forkhead box protein F2,YCR065W,HCM1,.000000020000000000000000418,35.4,161
CNAG_06799,HEM12,,,21124817,uroporphyrinogen decarboxylase,CNB00030,HEM12,,,21124817,uroporphyrinogen decarboxylase,CNBB5660,HEM12,,,21124817,uroporphyrinogen decarboxylase,CGB_B9680W,HEM12,,,21124817,uroporphyrinogen decarboxylase,CNBG_6177,HEM12,,,21124817,uroporphyrinogen decarboxylase,uroporphyrinogen decarboxylase,uroporphyrinogen decarboxylase,yes,,,uroporphyrinogen decarboxylase,Uroporphyrinogen decarboxylase,YDR047W,HEM12,7.5000000000000006028e-77,47.68,367
CNAG_02460,HEM13,,,21124817,coproporphyrinogen-III oxidase,CNE00980,HEM13,,,21124817,coproporphyrinogen-III oxidase,CNBE0930,HEM13,,,21124817,coproporphyrinogen-III oxidase,CGB_E1210C,HEM13,,,21124817,coproporphyrinogen-III oxidase,CNBG_4161,HEM13,,,21124817,coproporphyrinogen-III oxidase,coproporphyrinogen-III oxidase,coproporphyrinogen-III oxidase,yes,,,coproporphyrinogen III oxidase,"Coproporphyrinogen-III oxidase, aerobic 2",YDR044W,HEM13,9.5000000000000000724e-52,44.41,313
